club_id,kubun,design_id,page,table_id,cell_id,label,old_value,new_value,delta,method,verified,applied
fukuoka-nishijin,会員種別,DAG_Z6db2XA,3,PBJN3R3wYKwmnzgJ-LBD7Qm0HmQk3zHhg,PBJN3R3wYKwmnzgJ-LBD7Qm0HmQk3zHhg-B2,TBD,TBD,300,find_and_replace_text,N,N
fukuoka-nishijin,会員種別,DAG_Z6db2XA,3,PBJN3R3wYKwmnzgJ-LBD7Qm0HmQk3zHhg,PBJN3R3wYKwmnzgJ-LBD7Qm0HmQk3zHhg-B3,TBD,TBD,300,find_and_replace_text,N,N
fukuoka-nishijin,会員種別,DAG_Z6db2XA,3,PBJN3R3wYKwmnzgJ-LBD7Qm0HmQk3zHhg,PBJN3R3wYKwmnzgJ-LBD7Qm0HmQk3zHhg-B4,TBD,TBD,300,find_and_replace_text,N,N
fukuoka-nishijin,会員種別,DAG_Z6db2XA,3,PBJN3R3wYKwmnzgJ-LBD7Qm0HmQk3zHhg,PBJN3R3wYKwmnzgJ-LBD7Qm0HmQk3zHhg-B5,TBD,TBD,300,find_and_replace_text,N,N
fukuoka-nishijin,会員種別,DAG_Z6db2XA,3,PBJN3R3wYKwmnzgJ-LBD7Qm0HmQk3zHhg,PBJN3R3wYKwmnzgJ-LBD7Qm0HmQk3zHhg-B6,TBD,TBD,300,find_and_replace_text,N,N
fukuoka-nishijin,会員種別,DAG_Z6db2XA,3,PBJN3R3wYKwmnzgJ-LBD7Qm0HmQk3zHhg,PBJN3R3wYKwmnzgJ-LBD7Qm0HmQk3zHhg-B7,TBD,TBD,300,find_and_replace_text,N,N
fukuoka-nishijin,会員種別,DAG_Z6db2XA,3,PBJN3R3wYKwmnzgJ-LBD7Qm0HmQk3zHhg,PBJN3R3wYKwmnzgJ-LBD7Qm0HmQk3zHhg-B8,TBD,TBD,300,find_and_replace_text,N,N
fukuoka-nishijin,会員種別,DAG_Z6db2XA,3,PBJN3R3wYKwmnzgJ-LBD7Qm0HmQk3zHhg,PBJN3R3wYKwmnzgJ-LBD7Qm0HmQk3zHhg-B9,TBD,TBD,300,find_and_replace_text,N,N
fukuoka-nishijin,会員種別,DAG_Z6db2XA,3,PBJN3R3wYKwmnzgJ-LBD7Qm0HmQk3zHhg,PBJN3R3wYKwmnzgJ-LBD7Qm0HmQk3zHhg-B10,TBD,TBD,300,find_and_replace_text,N,N
fukuoka-nishijin,会員種別,DAG_Z6db2XA,3,PBJN3R3wYKwmnzgJ-LBD7Qm0HmQk3zHhg,PBJN3R3wYKwmnzgJ-LBD7Qm0HmQk3zHhg-B11,TBD,TBD,300,find_and_replace_text,N,N
fukuoka-nishijin,会員種別,DAG_Z6db2XA,3,PBJN3R3wYKwmnzgJ-LBD7Qm0HmQk3zHhg,PBJN3R3wYKwmnzgJ-LBD7Qm0HmQk3zHhg-B12,TBD,TBD,300,find_and_replace_text,N,N
fukuoka-nishijin,会員種別,DAG_Z6db2XA,3,PBJN3R3wYKwmnzgJ-LBD7Qm0HmQk3zHhg,PBJN3R3wYKwmnzgJ-LBD7Qm0HmQk3zHhg-B13,TBD,TBD,300,find_and_replace_text,N,N
fukuoka-nishijin,会員種別,DAG_Z6db2XA,3,PBJN3R3wYKwmnzgJ-LBD7Qm0HmQk3zHhg,PBJN3R3wYKwmnzgJ-LBD7Qm0HmQk3zHhg-B14,TBD,TBD,300,find_and_replace_text,N,N
